,No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
36491,36492,2014,3,1,11,1,52.0,51.0,48.0,4.0,66.27,1022.0,10.0,cv,2.0,0.0,0.0,2014-03-01,51.5
36492,36493,2014,3,1,12,1,37.0,37.0,39.0,2.0,50.36,1022.0,12.0,NE,3.0,0.0,0.0,2014-03-01,37.0
36493,36494,2014,3,1,13,1,43.0,38.0,40.0,1.0,43.9,1021.0,13.0,NE,7.0,0.0,0.0,2014-03-01,40.5
36494,36495,2014,3,1,14,1,57.0,39.0,44.0,0.0,43.6,1019.0,12.0,NE,9.0,0.0,0.0,2014-03-01,48.0
36495,36496,2014,3,1,15,1,48.0,41.0,43.0,0.0,43.6,1018.0,12.0,NE,13.0,0.0,0.0,2014-03-01,44.5
36496,36497,2014,3,1,16,1,54.0,44.0,45.0,-1.0,40.54,1017.0,12.0,NE,17.0,0.0,0.0,2014-03-01,49.0
36497,36498,2014,3,1,17,1,55.0,41.0,48.0,0.0,43.6,1018.0,12.0,NE,20.0,0.0,0.0,2014-03-01,48.0
36498,36499,2014,3,1,18,1,46.0,31.0,39.0,1.0,50.08,1018.0,11.0,cv,1.0,0.0,0.0,2014-03-01,38.5
36499,36500,2014,3,1,19,1,44.0,34.0,39.0,2.0,53.81,1018.0,11.0,cv,1.0,0.0,0.0,2014-03-01,39.0
36500,36501,2014,3,1,20,1,45.0,41.0,36.0,2.0,57.51,1019.0,10.0,cv,1.0,0.0,0.0,2014-03-01,43.0
36501,36502,2014,3,1,21,1,63.0,48.0,38.0,3.0,57.77,1020.0,11.0,SW,1.0,0.0,0.0,2014-03-01,55.5
36502,36503,2014,3,1,22,1,87.0,47.0,50.0,4.0,70.88,1020.0,9.0,SW,2.0,0.0,0.0,2014-03-01,67.0
36503,36504,2014,3,1,23,1,105.0,56.0,60.0,4.0,70.88,1021.0,9.0,cv,0.0,0.0,0.0,2014-03-01,80.5
36504,36505,2014,3,2,0,1,126.0,65.0,96.0,4.0,70.88,1021.0,9.0,cv,0.0,0.0,0.0,2014-03-02,95.5
36505,36506,2014,3,2,1,1,119.0,72.0,93.0,4.0,66.27,1020.0,10.0,cv,1.0,0.0,0.0,2014-03-02,95.5
36506,36507,2014,3,2,2,1,82.0,67.0,71.0,2.0,57.51,1019.0,10.0,SW,2.0,0.0,0.0,2014-03-02,74.5
36507,36508,2014,3,2,3,1,79.0,65.0,66.0,3.0,61.76,1019.0,10.0,NE,2.0,0.0,0.0,2014-03-02,72.0
36508,36509,2014,3,2,4,1,80.0,60.0,56.0,4.0,70.88,1018.0,9.0,cv,0.0,0.0,0.0,2014-03-02,70.0
36509,36510,2014,3,2,5,1,68.0,60.0,56.0,4.0,75.84,1018.0,8.0,cv,0.0,0.0,0.0,2014-03-02,64.0
36510,36511,2014,3,2,6,1,62.0,59.0,49.0,4.0,75.84,1018.0,8.0,cv,0.0,0.0,0.0,2014-03-02,60.5
36511,36512,2014,3,2,7,1,47.0,46.0,39.0,4.0,70.88,1018.0,9.0,NE,4.0,0.0,0.0,2014-03-02,46.5
36512,36513,2014,3,2,8,1,64.0,51.0,47.0,4.0,75.84,1019.0,8.0,NW,4.0,0.0,0.0,2014-03-02,57.5
36513,36514,2014,3,2,9,1,48.0,37.0,52.0,4.0,70.88,1020.0,9.0,NE,4.0,0.0,0.0,2014-03-02,42.5
36514,36515,2014,3,2,10,1,42.0,31.0,39.0,5.0,81.34,1021.0,8.0,NE,8.0,0.0,0.0,2014-03-02,36.5
36515,36516,2014,3,2,11,1,39.0,24.0,21.0,5.0,81.34,1021.0,8.0,NE,13.0,0.0,0.0,2014-03-02,31.5
36516,36517,2014,3,2,12,1,53.0,36.0,45.0,4.0,75.84,1021.0,8.0,NE,17.0,0.0,0.0,2014-03-02,44.5
36517,36518,2014,3,2,13,1,43.0,32.0,48.0,4.0,70.88,1020.0,9.0,NW,3.0,0.0,0.0,2014-03-02,37.5
36518,36519,2014,3,2,14,1,38.0,39.0,40.0,5.0,71.07,1019.0,10.0,cv,1.0,0.0,0.0,2014-03-02,38.5
36519,36520,2014,3,2,15,1,44.0,50.0,41.0,4.0,66.27,1017.0,10.0,cv,2.0,0.0,0.0,2014-03-02,47.0
36520,36521,2014,3,2,16,1,52.0,46.0,45.0,4.0,66.27,1017.0,10.0,NW,2.0,0.0,0.0,2014-03-02,49.0
36521,36522,2014,3,2,17,1,44.0,45.0,45.0,3.0,57.77,1017.0,11.0,cv,1.0,0.0,0.0,2014-03-02,44.5
36522,36523,2014,3,2,18,1,44.0,48.0,46.0,3.0,61.76,1017.0,10.0,cv,2.0,0.0,0.0,2014-03-02,46.0
36523,36524,2014,3,2,19,1,54.0,37.0,48.0,3.0,61.76,1018.0,10.0,cv,3.0,0.0,0.0,2014-03-02,45.5
36524,36525,2014,3,2,20,1,36.0,31.0,30.0,4.0,66.27,1019.0,10.0,SW,2.0,0.0,0.0,2014-03-02,33.5
36525,36526,2014,3,2,21,1,33.0,35.0,29.0,5.0,71.07,1019.0,10.0,cv,1.0,0.0,0.0,2014-03-02,34.0
36526,36527,2014,3,2,22,1,34.0,35.0,35.0,5.0,71.07,1020.0,10.0,cv,2.0,0.0,0.0,2014-03-02,34.5
36527,36528,2014,3,2,23,1,27.0,36.0,41.0,5.0,71.07,1020.0,10.0,NE,2.0,0.0,0.0,2014-03-02,31.5
36528,36529,2014,3,3,0,1,26.0,32.0,23.0,5.0,76.01,1019.0,9.0,SE,2.0,0.0,0.0,2014-03-03,29.0
36529,36530,2014,3,3,1,1,31.0,28.0,25.0,5.0,76.01,1019.0,9.0,NE,2.0,0.0,0.0,2014-03-03,29.5
36530,36531,2014,3,3,2,1,33.0,28.0,27.0,5.0,76.01,1019.0,9.0,cv,1.0,0.0,0.0,2014-03-03,30.5
36531,36532,2014,3,3,3,1,39.0,28.0,28.0,5.0,76.01,1018.0,9.0,cv,2.0,0.0,0.0,2014-03-03,33.5
36533,36534,2014,3,3,5,1,40.0,32.0,37.0,6.0,87.19,1017.0,8.0,cv,0.0,0.0,0.0,2014-03-03,36.0
36534,36535,2014,3,3,6,1,41.0,36.0,46.0,5.0,81.34,1016.0,8.0,cv,0.0,0.0,0.0,2014-03-03,38.5
36535,36536,2014,3,3,7,1,64.0,36.0,61.0,5.0,81.34,1016.0,8.0,NW,1.0,0.0,0.0,2014-03-03,50.0
36536,36537,2014,3,3,8,1,56.0,34.0,41.0,5.0,81.34,1017.0,8.0,NW,2.0,0.0,0.0,2014-03-03,45.0
36537,36538,2014,3,3,9,1,65.0,41.0,63.0,5.0,81.34,1017.0,8.0,NE,2.0,0.0,0.0,2014-03-03,53.0
36538,36539,2014,3,3,10,1,73.0,80.0,82.0,6.0,81.48,1017.0,9.0,cv,1.0,0.0,0.0,2014-03-03,76.5
36539,36540,2014,3,3,11,1,71.0,68.0,76.0,6.0,81.48,1017.0,9.0,cv,1.0,0.0,0.0,2014-03-03,69.5
36540,36541,2014,3,3,12,1,83.0,53.0,80.0,5.0,76.01,1016.0,9.0,cv,2.0,0.0,0.0,2014-03-03,68.0
36541,36542,2014,3,3,13,1,82.0,70.0,82.0,5.0,66.49,1015.0,11.0,cv,3.0,0.0,0.0,2014-03-03,76.0
36542,36543,2014,3,3,14,1,79.0,82.0,92.0,5.0,71.07,1014.0,10.0,NE,2.0,0.0,0.0,2014-03-03,80.5
36543,36544,2014,3,3,15,1,82.0,84.0,101.0,5.0,66.49,1014.0,11.0,NE,5.0,0.0,0.0,2014-03-03,83.0
36544,36545,2014,3,3,16,1,74.0,49.0,89.0,5.0,66.49,1014.0,11.0,NE,8.0,0.0,0.0,2014-03-03,61.5
36545,36546,2014,3,3,17,1,48.0,33.0,49.0,5.0,66.49,1015.0,11.0,NE,11.0,0.0,0.0,2014-03-03,40.5
36546,36547,2014,3,3,18,1,44.0,33.0,35.0,5.0,71.07,1016.0,10.0,NE,16.0,0.0,0.0,2014-03-03,38.5
36547,36548,2014,3,3,19,1,44.0,33.0,40.0,5.0,71.07,1018.0,10.0,NE,21.0,0.0,0.0,2014-03-03,38.5
36548,36549,2014,3,3,20,1,46.0,31.0,35.0,5.0,71.07,1019.0,10.0,NE,24.0,0.0,0.0,2014-03-03,38.5
36549,36550,2014,3,3,21,1,42.0,26.0,32.0,5.0,71.07,1020.0,10.0,cv,1.0,0.0,0.0,2014-03-03,34.0
36550,36551,2014,3,3,22,1,33.0,31.0,45.0,6.0,76.18,1022.0,10.0,cv,2.0,0.0,0.0,2014-03-03,32.0
36551,36552,2014,3,3,23,1,28.0,31.0,66.0,6.0,76.18,1022.0,10.0,NW,1.0,0.0,0.0,2014-03-03,29.5
36552,36553,2014,3,4,0,1,31.0,31.0,35.0,6.0,81.48,1023.0,9.0,cv,1.0,0.0,0.0,2014-03-04,31.0
36553,36554,2014,3,4,1,1,31.0,25.0,44.0,6.0,81.48,1023.0,9.0,cv,2.0,0.0,0.0,2014-03-04,28.0
36554,36555,2014,3,4,2,1,32.0,27.0,45.0,6.0,81.48,1023.0,9.0,cv,2.0,0.0,0.0,2014-03-04,29.5
36555,36556,2014,3,4,3,1,34.0,28.0,40.0,6.0,81.48,1023.0,9.0,cv,3.0,0.0,0.0,2014-03-04,31.0
36556,36557,2014,3,4,4,1,38.0,31.0,39.0,5.0,76.01,1022.0,9.0,cv,3.0,0.0,0.0,2014-03-04,34.5
36557,36558,2014,3,4,5,1,50.0,35.0,44.0,,,,,,,0.0,0.0,2014-03-04,42.5
36558,36559,2014,3,4,6,1,53.0,38.0,50.0,6.0,87.19,1022.0,8.0,cv,0.0,0.0,0.0,2014-03-04,45.5
36559,36560,2014,3,4,7,1,55.0,39.0,57.0,6.0,87.19,1022.0,8.0,cv,1.0,0.0,0.0,2014-03-04,47.0
36560,36561,2014,3,4,8,1,59.0,46.0,59.0,6.0,81.48,1023.0,9.0,cv,2.0,0.0,0.0,2014-03-04,52.5
36561,36562,2014,3,4,9,1,59.0,52.0,53.0,7.0,81.61,1023.0,10.0,cv,3.0,0.0,0.0,2014-03-04,55.5
36562,36563,2014,3,4,10,1,64.0,57.0,51.0,6.0,71.27,1024.0,11.0,cv,4.0,0.0,0.0,2014-03-04,60.5
36563,36564,2014,3,4,11,1,65.0,48.0,56.0,6.0,58.54,1023.0,14.0,cv,6.0,0.0,0.0,2014-03-04,56.5
36564,36565,2014,3,4,12,1,65.0,40.0,36.0,4.0,42.02,1023.0,17.0,SE,2.0,0.0,0.0,2014-03-04,52.5
36565,36566,2014,3,4,13,1,49.0,40.0,30.0,2.0,36.47,1021.0,17.0,cv,2.0,0.0,0.0,2014-03-04,44.5
36566,36567,2014,3,4,14,1,46.0,44.0,37.0,1.0,29.94,1019.0,19.0,cv,3.0,0.0,0.0,2014-03-04,45.0
36567,36568,2014,3,4,15,1,44.0,40.0,41.0,1.0,33.95,1018.0,17.0,cv,4.0,0.0,0.0,2014-03-04,42.0
36568,36569,2014,3,4,16,1,46.0,40.0,38.0,0.0,33.65,1018.0,16.0,NW,2.0,0.0,0.0,2014-03-04,43.0
36569,36570,2014,3,4,17,1,46.0,38.0,40.0,1.0,33.95,1018.0,17.0,cv,1.0,0.0,0.0,2014-03-04,42.0
36570,36571,2014,3,4,18,1,38.0,38.0,38.0,2.0,38.86,1018.0,16.0,SE,3.0,0.0,0.0,2014-03-04,38.0
36571,36572,2014,3,4,19,1,38.0,40.0,46.0,4.0,47.74,1019.0,15.0,SE,6.0,0.0,0.0,2014-03-04,39.0
36572,36573,2014,3,4,20,1,39.0,48.0,48.0,5.0,51.2,1020.0,15.0,SE,8.0,0.0,0.0,2014-03-04,43.5
36573,36574,2014,3,4,21,1,38.0,49.0,38.0,5.0,54.62,1021.0,14.0,SE,10.0,0.0,0.0,2014-03-04,43.5
36574,36575,2014,3,4,22,1,39.0,52.0,44.0,5.0,58.29,1021.0,13.0,cv,1.0,0.0,0.0,2014-03-04,45.5
36575,36576,2014,3,4,23,1,38.0,51.0,38.0,5.0,58.29,1021.0,13.0,cv,2.0,0.0,0.0,2014-03-04,44.5
36576,36577,2014,3,5,0,1,41.0,52.0,38.0,6.0,66.71,1021.0,12.0,SW,2.0,0.0,0.0,2014-03-05,46.5
36577,36578,2014,3,5,1,1,47.0,49.0,45.0,6.0,71.27,1021.0,11.0,SW,4.0,0.0,0.0,2014-03-05,48.0
36578,36579,2014,3,5,2,1,52.0,48.0,48.0,6.0,71.27,1020.0,11.0,SW,5.0,0.0,0.0,2014-03-05,50.0
36579,36580,2014,3,5,3,1,56.0,49.0,50.0,6.0,76.18,1019.0,10.0,SE,1.0,0.0,0.0,2014-03-05,52.5
36580,36581,2014,3,5,4,1,59.0,53.0,46.0,6.0,81.48,1018.0,9.0,cv,0.0,0.0,0.0,2014-03-05,56.0
36581,36582,2014,3,5,5,1,60.0,53.0,49.0,6.0,81.48,1018.0,9.0,SW,1.0,0.0,0.0,2014-03-05,56.5
36582,36583,2014,3,5,6,1,59.0,54.0,52.0,6.0,81.48,1017.0,9.0,cv,0.0,0.0,0.0,2014-03-05,56.5
36583,36584,2014,3,5,7,1,52.0,55.0,52.0,6.0,76.18,1017.0,10.0,cv,1.0,0.0,0.0,2014-03-05,53.5
36584,36585,2014,3,5,8,1,50.0,58.0,53.0,6.0,71.27,1018.0,11.0,NE,2.0,0.0,0.0,2014-03-05,54.0
36585,36586,2014,3,5,9,1,54.0,58.0,48.0,6.0,66.71,1018.0,12.0,cv,1.0,0.0,0.0,2014-03-05,56.0
36586,36587,2014,3,5,10,1,55.0,61.0,49.0,6.0,66.71,1018.0,12.0,cv,2.0,0.0,0.0,2014-03-05,58.0
36587,36588,2014,3,5,11,1,64.0,64.0,54.0,6.0,66.71,1018.0,12.0,cv,3.0,0.0,0.0,2014-03-05,64.0
36588,36589,2014,3,5,12,1,98.0,72.0,89.0,7.0,71.47,1017.0,12.0,NW,2.0,0.0,0.0,2014-03-05,85.0
36589,36590,2014,3,5,13,1,87.0,83.0,92.0,6.0,66.71,1016.0,12.0,NW,5.0,0.0,0.0,2014-03-05,85.0
36590,36591,2014,3,5,14,1,95.0,76.0,80.0,6.0,66.71,1015.0,12.0,NW,8.0,0.0,0.0,2014-03-05,85.5
36591,36592,2014,3,5,15,1,86.0,83.0,83.0,7.0,71.47,1014.0,12.0,NW,12.0,0.0,0.0,2014-03-05,84.5
36592,36593,2014,3,5,16,1,80.0,70.0,68.0,6.0,66.71,1014.0,12.0,NW,15.0,0.0,0.0,2014-03-05,75.0
36593,36594,2014,3,5,17,1,76.0,71.0,68.0,7.0,71.47,1014.0,12.0,NW,19.0,0.0,0.0,2014-03-05,73.5
36594,36595,2014,3,5,18,1,70.0,70.0,70.0,7.0,76.35,1015.0,11.0,NW,23.0,0.0,0.0,2014-03-05,70.0
36595,36596,2014,3,5,19,1,62.0,58.0,60.0,8.0,81.75,1016.0,11.0,NW,27.0,0.0,0.0,2014-03-05,60.0
36596,36597,2014,3,5,20,1,54.0,49.0,54.0,8.0,81.75,1016.0,11.0,NW,31.0,0.0,0.0,2014-03-05,51.5
36597,36598,2014,3,5,21,1,53.0,53.0,59.0,7.0,81.61,1017.0,10.0,NW,34.0,0.3,0.3,2014-03-05,53.0
36598,36599,2014,3,5,22,1,50.0,51.0,55.0,7.0,81.61,1018.0,10.0,NW,36.0,1.5,1.8,2014-03-05,50.5
36599,36600,2014,3,5,23,1,50.0,50.0,55.0,7.0,81.61,1018.0,10.0,NW,38.0,0.2,2.0,2014-03-05,50.0
36600,36601,2014,3,6,0,1,52.0,53.0,50.0,7.0,81.61,1018.0,10.0,NW,40.0,0.1,2.1,2014-03-06,52.5
36601,36602,2014,3,6,1,1,48.0,62.0,65.0,7.0,81.61,1018.0,10.0,NW,42.0,0.0,0.0,2014-03-06,55.0
36602,36603,2014,3,6,2,1,52.0,71.0,73.0,7.0,87.28,1018.0,9.0,NW,44.0,0.0,0.0,2014-03-06,61.5
36603,36604,2014,3,6,3,1,59.0,75.0,84.0,7.0,87.28,1018.0,9.0,NW,45.0,0.0,0.0,2014-03-06,67.0
36604,36605,2014,3,6,4,1,66.0,68.0,79.0,7.0,87.28,1018.0,9.0,cv,1.0,0.1,0.1,2014-03-06,67.0
36605,36606,2014,3,6,5,1,68.0,73.0,79.0,7.0,87.28,1018.0,9.0,cv,2.0,0.1,0.2,2014-03-06,70.5
36606,36607,2014,3,6,6,1,54.0,53.0,66.0,8.0,93.45,1019.0,9.0,cv,3.0,0.0,0.0,2014-03-06,53.5
36607,36608,2014,3,6,7,1,46.0,49.0,62.0,8.0,93.45,1019.0,9.0,NW,2.0,0.0,0.0,2014-03-06,47.5
36608,36609,2014,3,6,8,1,45.0,45.0,44.0,7.0,87.28,1020.0,9.0,NW,4.0,0.0,0.0,2014-03-06,45.0
36609,36610,2014,3,6,9,1,42.0,47.0,51.0,7.0,81.61,1021.0,10.0,cv,1.0,0.0,0.0,2014-03-06,44.5
36610,36611,2014,3,6,10,1,36.0,41.0,40.0,7.0,81.61,1022.0,10.0,NW,3.0,0.1,0.1,2014-03-06,38.5
36611,36612,2014,3,6,11,1,27.0,39.0,44.0,7.0,81.61,1022.0,10.0,cv,1.0,0.0,0.0,2014-03-06,33.0
36612,36613,2014,3,6,12,1,33.0,20.0,31.0,6.0,71.27,1022.0,11.0,NE,4.0,0.0,0.0,2014-03-06,26.5
36613,36614,2014,3,6,13,1,24.0,15.0,23.0,5.0,66.49,1021.0,11.0,NE,7.0,0.0,0.0,2014-03-06,19.5
36615,36616,2014,3,6,15,1,31.0,27.0,30.0,5.0,62.24,1019.0,12.0,NE,14.0,0.0,0.0,2014-03-06,29.0
36616,36617,2014,3,6,16,1,35.0,26.0,30.0,5.0,66.49,1018.0,11.0,NE,17.0,0.0,0.0,2014-03-06,30.5
36617,36618,2014,3,6,17,1,35.0,32.0,44.0,4.0,62.0,1018.0,11.0,NW,3.0,0.0,0.0,2014-03-06,33.5
36618,36619,2014,3,6,18,1,30.0,59.0,46.0,5.0,66.49,1019.0,11.0,NW,6.0,0.0,0.0,2014-03-06,44.5
36619,36620,2014,3,6,19,1,34.0,53.0,49.0,4.0,66.27,1019.0,10.0,NW,8.0,0.0,0.0,2014-03-06,43.5
36620,36621,2014,3,6,20,1,47.0,42.0,60.0,5.0,71.07,1020.0,10.0,cv,1.0,0.1,0.1,2014-03-06,44.5
36621,36622,2014,3,6,21,1,53.0,36.0,47.0,6.0,81.48,1021.0,9.0,cv,1.0,0.0,0.0,2014-03-06,44.5
36622,36623,2014,3,6,22,1,45.0,38.0,59.0,7.0,87.28,1022.0,9.0,cv,1.0,0.0,0.0,2014-03-06,41.5
36623,36624,2014,3,6,23,1,42.0,38.0,58.0,7.0,87.28,1022.0,9.0,cv,1.0,0.1,0.1,2014-03-06,40.0
36624,36625,2014,3,7,0,1,34.0,40.0,38.0,7.0,87.28,1022.0,9.0,cv,1.0,0.0,0.0,2014-03-07,37.0
36625,36626,2014,3,7,1,1,37.0,42.0,49.0,7.0,87.28,1022.0,9.0,cv,1.0,0.0,0.0,2014-03-07,39.5
36626,36627,2014,3,7,2,1,37.0,41.0,58.0,7.0,87.28,1020.0,9.0,SW,1.0,0.0,0.0,2014-03-07,39.0
36627,36628,2014,3,7,3,1,43.0,37.0,51.0,7.0,87.28,1020.0,9.0,cv,0.0,0.0,0.0,2014-03-07,40.0
36628,36629,2014,3,7,4,1,41.0,49.0,52.0,6.0,81.48,1019.0,9.0,cv,0.0,0.0,0.0,2014-03-07,45.0
36629,36630,2014,3,7,5,1,44.0,60.0,55.0,6.0,81.48,1018.0,9.0,cv,0.0,0.0,0.0,2014-03-07,52.0
36630,36631,2014,3,7,6,1,48.0,66.0,73.0,6.0,81.48,1018.0,9.0,cv,1.0,0.0,0.0,2014-03-07,57.0
36631,36632,2014,3,7,7,1,59.0,69.0,74.0,6.0,81.48,1018.0,9.0,cv,2.0,0.0,0.0,2014-03-07,64.0
36632,36633,2014,3,7,8,1,69.0,53.0,62.0,6.0,81.48,1019.0,9.0,cv,2.0,0.0,0.0,2014-03-07,61.0
36633,36634,2014,3,7,9,1,83.0,62.0,60.0,6.0,81.48,1019.0,9.0,cv,3.0,0.0,0.0,2014-03-07,72.5
36634,36635,2014,3,7,10,1,90.0,75.0,96.0,7.0,87.28,1019.0,9.0,cv,4.0,0.0,0.0,2014-03-07,82.5
36635,36636,2014,3,7,11,1,81.0,87.0,95.0,7.0,87.28,1019.0,9.0,cv,5.0,0.1,0.1,2014-03-07,84.0
36636,36637,2014,3,7,12,1,85.0,90.0,101.0,7.0,87.28,1018.0,9.0,NW,2.0,0.0,0.0,2014-03-07,87.5
36637,36638,2014,3,7,13,1,97.0,87.0,96.0,7.0,81.61,1017.0,10.0,NW,5.0,0.0,0.0,2014-03-07,92.0
36638,36639,2014,3,7,14,1,118.0,76.0,89.0,7.0,81.61,1016.0,10.0,NE,3.0,0.0,0.0,2014-03-07,97.0
36639,36640,2014,3,7,15,1,99.0,59.0,76.0,7.0,81.61,1015.0,10.0,NW,3.0,0.0,0.0,2014-03-07,79.0
36640,36641,2014,3,7,16,1,67.0,46.0,83.0,7.0,81.61,1015.0,10.0,NW,7.0,0.0,0.0,2014-03-07,56.5
36641,36642,2014,3,7,17,1,52.0,31.0,54.0,7.0,81.61,1015.0,10.0,NE,4.0,0.0,0.0,2014-03-07,41.5
36642,36643,2014,3,7,18,1,31.0,16.0,36.0,7.0,81.61,1016.0,10.0,NE,9.0,0.0,0.0,2014-03-07,23.5
36643,36644,2014,3,7,19,1,21.0,14.0,24.0,7.0,81.61,1018.0,10.0,NE,14.0,0.0,0.0,2014-03-07,17.5
36644,36645,2014,3,7,20,1,21.0,14.0,27.0,7.0,81.61,1019.0,10.0,NE,20.0,0.0,0.0,2014-03-07,17.5
36645,36646,2014,3,7,21,1,32.0,14.0,24.0,6.0,76.18,1021.0,10.0,NE,26.0,0.0,0.0,2014-03-07,23.0
36646,36647,2014,3,7,22,1,22.0,20.0,34.0,6.0,81.48,1022.0,9.0,NE,30.0,0.0,0.0,2014-03-07,21.0
36647,36648,2014,3,7,23,1,20.0,15.0,25.0,6.0,81.48,1023.0,9.0,NW,3.0,0.0,0.0,2014-03-07,17.5
36648,36649,2014,3,8,0,1,21.0,15.0,21.0,6.0,81.48,1023.0,9.0,NW,6.0,0.9,0.9,2014-03-08,18.0
36649,36650,2014,3,8,1,1,23.0,17.0,25.0,6.0,81.48,1024.0,9.0,NW,9.0,0.5,1.4,2014-03-08,20.0
36650,36651,2014,3,8,2,1,20.0,9.0,24.0,6.0,87.19,1024.0,8.0,cv,1.0,0.7,2.1,2014-03-08,14.5
36651,36652,2014,3,8,3,1,26.0,9.0,17.0,6.0,87.19,1023.0,8.0,cv,1.0,0.0,0.0,2014-03-08,17.5
36652,36653,2014,3,8,4,1,29.0,9.0,29.0,6.0,87.19,1023.0,8.0,cv,2.0,0.0,0.0,2014-03-08,19.0
36653,36654,2014,3,8,5,1,24.0,11.0,34.0,6.0,87.19,1023.0,8.0,cv,2.0,0.0,0.0,2014-03-08,17.5
36654,36655,2014,3,8,6,1,27.0,12.0,37.0,6.0,87.19,1023.0,8.0,cv,2.0,0.1,0.1,2014-03-08,19.5
36655,36656,2014,3,8,7,1,30.0,13.0,30.0,6.0,87.19,1023.0,8.0,SW,1.0,0.0,0.0,2014-03-08,21.5
36656,36657,2014,3,8,8,1,29.0,18.0,34.0,6.0,87.19,1024.0,8.0,cv,0.0,0.0,0.0,2014-03-08,23.5
36657,36658,2014,3,8,9,1,30.0,27.0,36.0,7.0,81.61,1024.0,10.0,cv,1.0,0.0,0.0,2014-03-08,28.5
36658,36659,2014,3,8,10,1,34.0,33.0,39.0,7.0,76.35,1024.0,11.0,cv,2.0,0.0,0.0,2014-03-08,33.5
36659,36660,2014,3,8,11,1,36.0,32.0,38.0,7.0,71.47,1024.0,12.0,cv,3.0,0.0,0.0,2014-03-08,34.0
36660,36661,2014,3,8,12,1,46.0,28.0,36.0,7.0,62.71,1023.0,14.0,cv,5.0,0.0,0.0,2014-03-08,37.0
36661,36662,2014,3,8,13,1,40.0,24.0,36.0,5.0,51.2,1022.0,15.0,cv,7.0,0.0,0.0,2014-03-08,32.0
36662,36663,2014,3,8,14,1,36.0,21.0,28.0,5.0,51.2,1020.0,15.0,NE,2.0,0.0,0.0,2014-03-08,28.5
36663,36664,2014,3,8,15,1,28.0,16.0,24.0,5.0,51.2,1019.0,15.0,cv,1.0,0.0,0.0,2014-03-08,22.0
36664,36665,2014,3,8,16,1,24.0,17.0,26.0,4.0,47.74,1019.0,15.0,NE,2.0,0.0,0.0,2014-03-08,20.5
36665,36666,2014,3,8,17,1,20.0,19.0,23.0,5.0,51.2,1019.0,15.0,SE,3.0,0.0,0.0,2014-03-08,19.5
36666,36667,2014,3,8,18,1,21.0,19.0,28.0,6.0,54.88,1019.0,15.0,SE,6.0,0.0,0.0,2014-03-08,20.0
36667,36668,2014,3,8,19,1,21.0,22.0,26.0,6.0,58.54,1020.0,14.0,SE,10.0,0.0,0.0,2014-03-08,21.5
36668,36669,2014,3,8,20,1,24.0,27.0,27.0,6.0,62.48,1022.0,13.0,SE,13.0,0.0,0.0,2014-03-08,25.5
36669,36670,2014,3,8,21,1,30.0,31.0,34.0,7.0,66.93,1023.0,13.0,SE,15.0,0.0,0.0,2014-03-08,30.5
36670,36671,2014,3,8,22,1,38.0,40.0,38.0,7.0,71.47,1024.0,12.0,SW,1.0,0.0,0.0,2014-03-08,39.0
36671,36672,2014,3,8,23,1,44.0,44.0,42.0,7.0,71.47,1024.0,12.0,cv,0.0,0.0,0.0,2014-03-08,44.0
36672,36673,2014,3,9,0,1,57.0,46.0,44.0,8.0,76.52,1024.0,12.0,cv,1.0,0.0,0.0,2014-03-09,51.5
36673,36674,2014,3,9,1,1,57.0,51.0,57.0,8.0,81.75,1025.0,11.0,cv,2.0,0.0,0.0,2014-03-09,54.0
36674,36675,2014,3,9,2,1,58.0,53.0,68.0,8.0,87.38,1025.0,10.0,SW,1.0,0.0,0.0,2014-03-09,55.5
36675,36676,2014,3,9,3,1,70.0,52.0,65.0,8.0,87.38,1024.0,10.0,cv,0.0,0.0,0.0,2014-03-09,61.0
36676,36677,2014,3,9,4,1,74.0,54.0,83.0,8.0,81.75,1023.0,11.0,cv,1.0,0.0,0.0,2014-03-09,64.0
36677,36678,2014,3,9,5,1,70.0,57.0,71.0,8.0,81.75,1022.0,11.0,cv,2.0,0.0,0.0,2014-03-09,63.5
36678,36679,2014,3,9,6,1,66.0,64.0,63.0,8.0,87.38,1022.0,10.0,cv,2.0,0.0,0.0,2014-03-09,65.0
36679,36680,2014,3,9,7,1,67.0,66.0,71.0,8.0,87.38,1022.0,10.0,cv,2.0,0.0,0.0,2014-03-09,66.5
36680,36681,2014,3,9,8,1,66.0,68.0,76.0,8.0,81.75,1023.0,11.0,SE,2.0,0.0,0.0,2014-03-09,67.0
36681,36682,2014,3,9,9,1,68.0,73.0,76.0,9.0,87.47,1024.0,11.0,cv,1.0,0.0,0.0,2014-03-09,70.5
36682,36683,2014,3,9,10,1,67.0,77.0,71.0,9.0,87.47,1024.0,11.0,SE,2.0,0.0,0.0,2014-03-09,72.0
36683,36684,2014,3,9,11,1,67.0,76.0,70.0,9.0,81.88,1024.0,12.0,cv,2.0,0.0,0.0,2014-03-09,71.5
36684,36685,2014,3,9,12,1,63.0,64.0,57.0,7.0,66.93,1023.0,13.0,SE,2.0,0.0,0.0,2014-03-09,63.5
36685,36686,2014,3,9,13,1,60.0,58.0,64.0,7.0,62.71,1022.0,14.0,cv,1.0,0.0,0.0,2014-03-09,59.0
