,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
40747,40748,2014,8,25,19,2,34.0,51.0,28.0,20.0,88.45,1010.0,22.0,NE,4.0,0.0,0.0,2014-08-25,31.0
40748,40749,2014,8,25,20,2,29.0,32.0,27.0,19.0,83.13,1010.0,22.0,cv,1.0,0.0,0.0,2014-08-25,28.0
40749,40750,2014,8,25,21,2,27.0,22.0,25.0,19.0,88.37,1011.0,21.0,NW,1.0,0.0,0.0,2014-08-25,26.0
40750,40751,2014,8,25,22,2,21.0,29.0,24.0,20.0,100.0,1011.0,20.0,SW,1.0,0.0,0.0,2014-08-25,22.5
40751,40752,2014,8,25,23,2,45.0,42.0,32.0,19.0,93.98,1011.0,20.0,SW,3.0,0.0,0.0,2014-08-25,38.5
40752,40753,2014,8,26,0,2,38.0,55.0,38.0,19.0,100.0,1011.0,19.0,SW,4.0,0.0,0.0,2014-08-26,38.0
40753,40754,2014,8,26,1,2,30.0,34.0,34.0,19.0,100.0,1011.0,19.0,SW,5.0,0.0,0.0,2014-08-26,32.0
40754,40755,2014,8,26,2,2,35.0,29.0,27.0,19.0,100.0,1011.0,19.0,SE,1.0,0.0,0.0,2014-08-26,31.0
40755,40756,2014,8,26,3,2,35.0,29.0,26.0,19.0,100.0,1011.0,19.0,SW,2.0,0.0,0.0,2014-08-26,30.5
40756,40757,2014,8,26,4,2,29.0,31.0,29.0,18.0,93.94,1012.0,19.0,cv,1.0,0.0,0.0,2014-08-26,29.0
40757,40758,2014,8,26,5,2,39.0,70.0,25.0,18.0,93.94,1012.0,19.0,SW,2.0,0.0,0.0,2014-08-26,32.0
40758,40759,2014,8,26,6,2,60.0,57.0,32.0,18.0,93.94,1013.0,19.0,SW,3.0,0.0,0.0,2014-08-26,46.0
40759,40760,2014,8,26,7,2,86.0,103.0,49.0,19.0,100.0,1013.0,19.0,SW,5.0,0.0,0.0,2014-08-26,67.5
40760,40761,2014,8,26,8,2,84.0,87.0,58.0,21.0,100.0,1013.0,21.0,cv,1.0,0.0,0.0,2014-08-26,71.0
40761,40762,2014,8,26,9,2,49.0,55.0,46.0,20.0,78.39,1014.0,24.0,SE,2.0,0.1,0.1,2014-08-26,47.5
40762,40763,2014,8,26,10,2,42.0,41.0,38.0,19.0,65.41,1014.0,26.0,cv,1.0,0.0,0.0,2014-08-26,40.0
40763,40764,2014,8,26,11,2,34.0,39.0,29.0,17.0,57.69,1013.0,26.0,SW,2.0,0.0,0.0,2014-08-26,31.5
40764,40765,2014,8,26,12,2,32.0,37.0,25.0,15.0,47.88,1013.0,27.0,SE,1.0,0.0,0.0,2014-08-26,28.5
40765,40766,2014,8,26,13,2,36.0,41.0,25.0,13.0,37.44,1012.0,29.0,NW,3.0,0.0,0.0,2014-08-26,30.5
40766,40767,2014,8,26,14,2,18.0,40.0,28.0,9.0,28.71,1012.0,29.0,SW,3.0,0.0,0.0,2014-08-26,23.0
40767,40768,2014,8,26,15,2,17.0,21.0,32.0,9.0,28.71,1012.0,29.0,SW,7.0,0.0,0.0,2014-08-26,24.5
40768,40769,2014,8,26,16,2,16.0,12.0,28.0,9.0,28.71,1011.0,29.0,SW,10.0,0.0,0.0,2014-08-26,22.0
40769,40770,2014,8,26,17,2,16.0,11.0,25.0,13.0,39.67,1012.0,28.0,SW,12.0,0.0,0.0,2014-08-26,20.5
40770,40771,2014,8,26,18,2,23.0,8.0,27.0,13.0,44.61,1012.0,26.0,SW,13.0,0.0,0.0,2014-08-26,25.0
40771,40772,2014,8,26,19,2,28.0,47.0,30.0,15.0,64.54,1012.0,22.0,SE,2.0,0.0,0.0,2014-08-26,29.0
40772,40773,2014,8,26,20,2,36.0,47.0,32.0,14.0,60.51,1013.0,22.0,SE,5.0,0.0,0.0,2014-08-26,34.0
40773,40774,2014,8,26,21,2,49.0,48.0,29.0,15.0,72.96,1012.0,20.0,SE,8.0,0.0,0.0,2014-08-26,39.0
40774,40775,2014,8,26,22,2,61.0,69.0,33.0,16.0,88.11,1013.0,18.0,SE,10.0,0.0,0.0,2014-08-26,47.0
40775,40776,2014,8,26,23,2,67.0,81.0,44.0,15.0,82.65,1013.0,18.0,SE,13.0,0.0,0.0,2014-08-26,55.5
40776,40777,2014,8,27,0,2,64.0,70.0,33.0,15.0,82.65,1013.0,18.0,SE,15.0,0.0,0.0,2014-08-27,48.5
40777,40778,2014,8,27,1,2,42.0,54.0,37.0,15.0,88.02,1013.0,17.0,SE,17.0,0.0,0.0,2014-08-27,39.5
40778,40779,2014,8,27,2,2,37.0,36.0,37.0,15.0,82.65,1013.0,18.0,SE,19.0,0.0,0.0,2014-08-27,37.0
40779,40780,2014,8,27,3,2,34.0,23.0,34.0,16.0,88.11,1013.0,18.0,SE,21.0,0.0,0.0,2014-08-27,34.0
40780,40781,2014,8,27,4,2,33.0,11.0,33.0,16.0,88.11,1013.0,18.0,SE,23.0,0.0,0.0,2014-08-27,33.0
40781,40782,2014,8,27,5,2,42.0,22.0,36.0,17.0,93.89,1013.0,18.0,SE,25.0,0.0,0.0,2014-08-27,39.0
40782,40783,2014,8,27,6,2,42.0,29.0,45.0,17.0,88.2,1014.0,19.0,SE,27.0,0.0,0.0,2014-08-27,43.5
40783,40784,2014,8,27,7,2,37.0,13.0,39.0,17.0,77.94,1014.0,21.0,SE,30.0,0.0,0.0,2014-08-27,38.0
40784,40785,2014,8,27,8,2,27.0,27.0,29.0,18.0,69.2,1014.0,24.0,SE,32.0,0.0,0.0,2014-08-27,28.0
40785,40786,2014,8,27,9,2,27.0,35.0,26.0,16.0,54.14,1014.0,26.0,SE,35.0,0.0,0.0,2014-08-27,26.5
40786,40787,2014,8,27,10,2,34.0,33.0,30.0,14.0,42.34,1014.0,28.0,SW,4.0,0.0,0.0,2014-08-27,32.0
40787,40788,2014,8,27,11,2,74.0,35.0,31.0,16.0,45.44,1014.0,29.0,SW,8.0,0.0,0.0,2014-08-27,52.5
40788,40789,2014,8,27,12,2,54.0,50.0,32.0,16.0,45.44,1014.0,29.0,SW,13.0,0.0,0.0,2014-08-27,43.0
40789,40790,2014,8,27,13,2,61.0,48.0,38.0,17.0,45.72,1014.0,30.0,SW,16.0,0.0,0.0,2014-08-27,49.5
40790,40791,2014,8,27,14,2,57.0,42.0,39.0,17.0,45.72,1014.0,30.0,SW,20.0,0.0,0.0,2014-08-27,48.0
40791,40792,2014,8,27,15,2,47.0,31.0,37.0,17.0,45.72,1013.0,30.0,SW,24.0,0.0,0.0,2014-08-27,42.0
40792,40793,2014,8,27,16,2,37.0,30.0,34.0,17.0,45.72,1013.0,30.0,SW,28.0,0.0,0.0,2014-08-27,35.5
40793,40794,2014,8,27,17,2,49.0,36.0,38.0,17.0,48.42,1013.0,29.0,SW,32.0,0.0,0.0,2014-08-27,43.5
40794,40795,2014,8,27,18,2,64.0,53.0,42.0,17.0,54.39,1013.0,27.0,SW,34.0,0.0,0.0,2014-08-27,53.0
40795,40796,2014,8,27,19,2,68.0,42.0,42.0,19.0,73.67,1014.0,24.0,SW,36.0,0.0,0.0,2014-08-27,55.0
40796,40797,2014,8,27,20,2,57.0,43.0,43.0,19.0,78.24,1015.0,23.0,SW,38.0,0.0,0.0,2014-08-27,50.0
40797,40798,2014,8,27,21,2,72.0,46.0,48.0,20.0,88.45,1015.0,22.0,SE,2.0,0.0,0.0,2014-08-27,60.0
40798,40799,2014,8,27,22,2,74.0,66.0,54.0,19.0,83.13,1015.0,22.0,SE,5.0,0.0,0.0,2014-08-27,64.0
40799,40800,2014,8,27,23,2,76.0,48.0,63.0,19.0,88.37,1015.0,21.0,SE,7.0,0.0,0.0,2014-08-27,69.5
40800,40801,2014,8,28,0,2,76.0,83.0,63.0,19.0,88.37,1016.0,21.0,SE,9.0,0.0,0.0,2014-08-28,69.5
40801,40802,2014,8,28,1,2,74.0,65.0,74.0,19.0,93.98,1016.0,20.0,SE,11.0,0.0,0.0,2014-08-28,74.0
40802,40803,2014,8,28,2,2,58.0,73.0,77.0,19.0,93.98,1016.0,20.0,SE,13.0,0.0,0.0,2014-08-28,67.5
40803,40804,2014,8,28,3,2,48.0,47.0,59.0,19.0,93.98,1015.0,20.0,SE,15.0,0.0,0.0,2014-08-28,53.5
40804,40805,2014,8,28,4,2,42.0,53.0,46.0,19.0,93.98,1016.0,20.0,SE,17.0,0.0,0.0,2014-08-28,44.0
40805,40806,2014,8,28,5,2,44.0,50.0,43.0,18.0,100.0,1016.0,18.0,SE,18.0,0.0,0.0,2014-08-28,43.5
40806,40807,2014,8,28,6,2,46.0,52.0,47.0,19.0,93.98,1016.0,20.0,SE,20.0,0.0,0.0,2014-08-28,46.5
40807,40808,2014,8,28,7,2,39.0,34.0,46.0,19.0,83.13,1016.0,22.0,SE,22.0,0.0,0.0,2014-08-28,42.5
40808,40809,2014,8,28,8,2,47.0,36.0,40.0,20.0,78.39,1016.0,24.0,cv,1.0,0.0,0.0,2014-08-28,43.5
40809,40810,2014,8,28,9,2,43.0,51.0,40.0,20.0,69.6,1017.0,26.0,SW,3.0,0.0,0.0,2014-08-28,41.5
40810,40811,2014,8,28,10,2,44.0,,39.0,19.0,61.67,1016.0,27.0,SW,7.0,0.0,0.0,2014-08-28,41.5
40811,40812,2014,8,28,11,2,58.0,50.0,40.0,17.0,54.39,1016.0,27.0,SW,10.0,0.0,0.0,2014-08-28,49.0
40812,40813,2014,8,28,12,2,68.0,40.0,41.0,17.0,51.31,1016.0,28.0,SW,13.0,0.0,0.0,2014-08-28,54.5
40813,40814,2014,8,28,13,2,68.0,54.0,41.0,17.0,48.42,1016.0,29.0,cv,2.0,0.0,0.0,2014-08-28,54.5
40814,40815,2014,8,28,14,2,71.0,38.0,44.0,17.0,45.72,1015.0,30.0,SW,2.0,0.0,0.0,2014-08-28,57.5
40815,40816,2014,8,28,15,2,46.0,44.0,43.0,16.0,45.44,1015.0,29.0,SW,6.0,0.0,0.0,2014-08-28,44.5
40816,40817,2014,8,28,16,2,57.0,52.0,45.0,16.0,45.44,1015.0,29.0,SW,8.0,0.0,0.0,2014-08-28,51.0
40817,40818,2014,8,28,17,2,59.0,62.0,48.0,15.0,45.16,1015.0,28.0,SW,11.0,0.0,0.0,2014-08-28,53.5
40818,40819,2014,8,28,18,2,78.0,59.0,48.0,16.0,54.14,1014.0,26.0,SW,12.0,0.0,0.0,2014-08-28,63.0
40819,40820,2014,8,28,19,2,66.0,50.0,47.0,17.0,64.98,1015.0,24.0,SW,14.0,0.0,0.0,2014-08-28,56.5
40820,40821,2014,8,28,20,2,59.0,50.0,45.0,19.0,78.24,1015.0,23.0,SW,15.0,0.0,0.0,2014-08-28,52.0
40821,40822,2014,8,28,21,2,41.0,75.0,45.0,19.0,78.24,1016.0,23.0,SE,2.0,0.0,0.0,2014-08-28,43.0
40822,40823,2014,8,28,22,2,73.0,66.0,44.0,19.0,83.13,1016.0,22.0,SE,4.0,0.0,0.0,2014-08-28,58.5
40823,40824,2014,8,28,23,2,56.0,30.0,44.0,19.0,88.37,1016.0,21.0,SE,6.0,0.0,0.0,2014-08-28,50.0
40824,40825,2014,8,29,0,2,38.0,41.0,48.0,18.0,83.01,1016.0,21.0,SE,8.0,0.0,0.0,2014-08-29,43.0
40825,40826,2014,8,29,1,2,39.0,35.0,57.0,18.0,83.01,1016.0,21.0,SE,11.0,0.0,0.0,2014-08-29,48.0
40826,40827,2014,8,29,2,2,57.0,77.0,69.0,18.0,88.28,1016.0,20.0,SE,12.0,0.0,0.0,2014-08-29,63.0
40827,40828,2014,8,29,3,2,79.0,92.0,76.0,18.0,93.94,1016.0,19.0,cv,1.0,0.0,0.0,2014-08-29,77.5
40828,40829,2014,8,29,4,2,77.0,74.0,67.0,18.0,100.0,1016.0,18.0,SE,1.0,0.0,0.0,2014-08-29,72.0
40829,40830,2014,8,29,5,2,96.0,94.0,84.0,18.0,88.28,1016.0,20.0,NE,2.0,,,2014-08-29,90.0
40830,40831,2014,8,29,6,2,152.0,166.0,110.0,18.0,93.94,1017.0,19.0,NE,3.0,0.0,0.0,2014-08-29,131.0
40831,40832,2014,8,29,7,2,122.0,116.0,128.0,19.0,88.37,1017.0,21.0,NE,4.0,0.0,0.0,2014-08-29,125.0
40832,40833,2014,8,29,8,2,77.0,92.0,80.0,19.0,73.67,1017.0,24.0,NE,6.0,0.0,0.0,2014-08-29,78.5
40833,40834,2014,8,29,9,2,72.0,79.0,72.0,16.0,54.14,1017.0,26.0,cv,1.0,0.0,0.0,2014-08-29,72.0
40834,40835,2014,8,29,10,2,95.0,68.0,62.0,16.0,51.05,1017.0,27.0,NW,2.0,,,2014-08-29,78.5
40835,40836,2014,8,29,11,2,68.0,61.0,46.0,16.0,48.15,1016.0,28.0,cv,2.0,0.0,0.0,2014-08-29,57.0
40836,40837,2014,8,29,12,2,62.0,56.0,46.0,17.0,48.42,1016.0,29.0,cv,3.0,0.0,0.0,2014-08-29,54.0
40837,40838,2014,8,29,13,2,57.0,43.0,50.0,17.0,43.18,1015.0,31.0,cv,4.0,,,2014-08-29,53.5
40838,40839,2014,8,29,14,2,56.0,38.0,48.0,17.0,43.18,1015.0,31.0,SW,3.0,0.0,0.0,2014-08-29,52.0
40839,40840,2014,8,29,15,2,46.0,48.0,48.0,18.0,51.57,1015.0,29.0,SW,7.0,0.0,0.0,2014-08-29,47.0
40840,40841,2014,8,29,16,2,38.0,56.0,52.0,18.0,51.57,1014.0,29.0,SW,11.0,0.0,0.0,2014-08-29,45.0
40841,40842,2014,8,29,17,2,46.0,58.0,50.0,17.0,48.42,1014.0,29.0,SW,13.0,0.0,0.0,2014-08-29,48.0
40842,40843,2014,8,29,18,2,28.0,53.0,35.0,19.0,61.67,1015.0,27.0,NW,1.0,0.9,0.9,2014-08-29,31.5
40843,40844,2014,8,29,19,2,14.0,27.0,25.0,16.0,88.11,1018.0,18.0,NE,8.0,0.7,1.6,2014-08-29,19.5
40844,40845,2014,8,29,20,2,9.0,28.0,21.0,16.0,77.79,1019.0,20.0,SE,6.0,0.0,0.0,2014-08-29,15.0
40845,40846,2014,8,29,21,2,6.0,14.0,20.0,15.0,72.96,1018.0,20.0,SE,14.0,0.0,0.0,2014-08-29,13.0
40846,40847,2014,8,29,22,2,8.0,14.0,20.0,11.0,46.78,1016.0,23.0,SE,22.0,0.0,0.0,2014-08-29,14.0
40847,40848,2014,8,29,23,2,11.0,10.0,19.0,12.0,60.03,1016.0,20.0,SW,2.0,0.0,0.0,2014-08-29,15.0
40848,40849,2014,8,30,0,2,14.0,8.0,20.0,12.0,60.03,1016.0,20.0,SE,2.0,0.0,0.0,2014-08-30,17.0
40849,40850,2014,8,30,1,2,21.0,19.0,22.0,15.0,88.02,1015.0,17.0,cv,1.0,0.0,0.0,2014-08-30,21.5
40850,40851,2014,8,30,2,2,28.0,46.0,24.0,15.0,82.65,1016.0,18.0,NE,2.0,0.0,0.0,2014-08-30,26.0
40851,40852,2014,8,30,3,2,25.0,48.0,22.0,15.0,82.65,1017.0,18.0,SW,5.0,0.0,0.0,2014-08-30,23.5
40852,40853,2014,8,30,4,2,28.0,47.0,21.0,15.0,82.65,1017.0,18.0,NW,1.0,0.0,0.0,2014-08-30,24.5
40853,40854,2014,8,30,5,2,30.0,29.0,19.0,16.0,88.11,1018.0,18.0,cv,1.0,0.0,0.0,2014-08-30,24.5
40854,40855,2014,8,30,6,2,36.0,25.0,25.0,16.0,77.79,1018.0,20.0,NE,4.0,0.1,0.1,2014-08-30,30.5
40855,40856,2014,8,30,7,2,39.0,41.0,21.0,16.0,77.79,1018.0,20.0,SE,3.0,,,2014-08-30,30.0
40856,40857,2014,8,30,8,2,23.0,19.0,27.0,16.0,64.76,1018.0,23.0,SE,6.0,0.0,0.0,2014-08-30,25.0
40857,40858,2014,8,30,9,2,36.0,37.0,28.0,16.0,57.44,1017.0,25.0,SE,8.0,0.0,0.0,2014-08-30,32.0
40858,40859,2014,8,30,10,2,35.0,49.0,32.0,14.0,44.89,1017.0,27.0,cv,1.0,0.0,0.0,2014-08-30,33.5
40859,40860,2014,8,30,11,2,34.0,42.0,36.0,14.0,42.34,1016.0,28.0,NE,2.0,0.0,0.0,2014-08-30,35.0
40860,40861,2014,8,30,12,2,27.0,38.0,40.0,13.0,37.44,1016.0,29.0,cv,1.0,0.0,0.0,2014-08-30,33.5
40861,40862,2014,8,30,13,2,35.0,41.0,44.0,13.0,37.44,1015.0,29.0,NE,3.0,0.0,0.0,2014-08-30,39.5
40862,40863,2014,8,30,14,2,49.0,45.0,38.0,13.0,35.35,1014.0,30.0,NE,6.0,0.0,0.0,2014-08-30,43.5
40863,40864,2014,8,30,15,2,41.0,37.0,35.0,13.0,35.35,1013.0,30.0,cv,2.0,0.0,0.0,2014-08-30,38.0
40864,40865,2014,8,30,16,2,38.0,40.0,36.0,14.0,37.73,1013.0,30.0,SW,2.0,0.0,0.0,2014-08-30,37.0
40865,40866,2014,8,30,17,2,48.0,52.0,38.0,13.0,35.35,1013.0,30.0,cv,1.0,0.0,0.0,2014-08-30,43.0
40866,40867,2014,8,30,18,2,67.0,65.0,40.0,13.0,37.44,1013.0,29.0,NW,1.0,0.0,0.0,2014-08-30,53.5
40867,40868,2014,8,30,19,2,63.0,67.0,44.0,16.0,57.44,1014.0,25.0,cv,1.0,0.0,0.0,2014-08-30,53.5
40868,40869,2014,8,30,20,2,77.0,49.0,44.0,16.0,60.98,1014.0,24.0,cv,2.0,0.0,0.0,2014-08-30,60.5
40869,40870,2014,8,30,21,2,72.0,96.0,68.0,16.0,60.98,1014.0,24.0,NE,2.0,0.0,0.0,2014-08-30,70.0
40870,40871,2014,8,30,22,2,85.0,96.0,74.0,17.0,73.32,1014.0,22.0,SE,2.0,0.0,0.0,2014-08-30,79.5
40871,40872,2014,8,30,23,2,87.0,59.0,57.0,18.0,83.01,1014.0,21.0,SE,3.0,0.0,0.0,2014-08-30,72.0
40872,40873,2014,8,31,0,2,96.0,75.0,60.0,17.0,88.2,1014.0,19.0,cv,1.0,0.0,0.0,2014-08-31,78.0
40873,40874,2014,8,31,1,2,83.0,80.0,64.0,18.0,93.94,1014.0,19.0,SE,2.0,0.0,0.0,2014-08-31,73.5
40874,40875,2014,8,31,2,2,76.0,72.0,64.0,17.0,88.2,1014.0,19.0,SE,4.0,0.0,0.0,2014-08-31,70.0
40875,40876,2014,8,31,3,2,81.0,88.0,68.0,17.0,93.89,1013.0,18.0,SE,5.0,0.0,0.0,2014-08-31,74.5
40876,40877,2014,8,31,4,2,112.0,130.0,55.0,17.0,93.89,1013.0,18.0,SE,6.0,0.0,0.0,2014-08-31,83.5
40877,40878,2014,8,31,5,2,102.0,110.0,51.0,17.0,93.89,1013.0,18.0,SE,7.0,0.0,0.0,2014-08-31,76.5
40878,40879,2014,8,31,6,2,100.0,73.0,53.0,17.0,93.89,1014.0,18.0,SE,9.0,0.0,0.0,2014-08-31,76.5
40879,40880,2014,8,31,7,2,87.0,80.0,58.0,18.0,88.28,1014.0,20.0,SE,11.0,,,2014-08-31,72.5
40880,40881,2014,8,31,8,2,94.0,81.0,66.0,19.0,78.24,1014.0,23.0,SE,12.0,0.0,0.0,2014-08-31,80.0
40881,40882,2014,8,31,9,2,100.0,96.0,67.0,19.0,69.4,1015.0,25.0,cv,1.0,0.0,0.0,2014-08-31,83.5
40882,40883,2014,8,31,10,2,94.0,88.0,61.0,18.0,61.44,1014.0,26.0,cv,2.0,0.0,0.0,2014-08-31,77.5
40883,40884,2014,8,31,11,2,77.0,69.0,50.0,16.0,48.15,1014.0,28.0,cv,3.0,0.0,0.0,2014-08-31,63.5
40884,40885,2014,8,31,12,2,51.0,66.0,44.0,17.0,48.42,1013.0,29.0,cv,4.0,0.0,0.0,2014-08-31,47.5
40885,40886,2014,8,31,13,2,36.0,49.0,35.0,15.0,40.24,1013.0,30.0,cv,5.0,0.0,0.0,2014-08-31,35.5
40886,40887,2014,8,31,14,2,29.0,41.0,32.0,14.0,37.73,1012.0,30.0,cv,6.0,0.0,0.0,2014-08-31,30.5
40887,40888,2014,8,31,15,2,32.0,31.0,37.0,14.0,37.73,1012.0,30.0,NW,3.0,0.0,0.0,2014-08-31,34.5
40888,40889,2014,8,31,16,2,46.0,46.0,40.0,14.0,35.63,1012.0,31.0,NW,5.0,0.0,0.0,2014-08-31,43.0
40889,40890,2014,8,31,17,2,81.0,80.0,58.0,17.0,51.31,1012.0,28.0,SW,3.0,0.0,0.0,2014-08-31,69.5
40890,40891,2014,8,31,18,2,35.0,26.0,36.0,16.0,57.44,1013.0,25.0,SW,6.0,0.0,0.0,2014-08-31,35.5
40891,40892,2014,8,31,19,2,42.0,12.0,33.0,14.0,56.95,1013.0,23.0,SW,9.0,0.0,0.0,2014-08-31,37.5
40892,40893,2014,8,31,20,2,39.0,36.0,32.0,14.0,64.32,1014.0,21.0,NW,1.0,0.0,0.0,2014-08-31,35.5
40893,40894,2014,8,31,21,2,32.0,34.0,33.0,16.0,77.79,1014.0,20.0,cv,1.0,0.0,0.0,2014-08-31,32.5
40894,40895,2014,8,31,22,2,32.0,41.0,33.0,16.0,73.14,1014.0,21.0,cv,2.0,0.0,0.0,2014-08-31,32.5
40895,40896,2014,8,31,23,2,32.0,37.0,33.0,16.0,82.77,1014.0,19.0,cv,2.0,0.0,0.0,2014-08-31,32.5
40896,40897,2014,9,1,0,3,40.0,42.0,44.0,16.0,82.77,1014.0,19.0,cv,3.0,0.0,0.0,2014-09-01,42.0
40897,40898,2014,9,1,1,3,45.0,53.0,41.0,16.0,82.77,1014.0,19.0,cv,4.0,0.0,0.0,2014-09-01,43.0
40898,40899,2014,9,1,2,3,51.0,43.0,42.0,16.0,82.77,1014.0,19.0,SE,2.0,0.0,0.0,2014-09-01,46.5
40899,40900,2014,9,1,3,3,55.0,42.0,42.0,16.0,93.84,1014.0,17.0,cv,1.0,0.0,0.0,2014-09-01,48.5
40900,40901,2014,9,1,4,3,56.0,49.0,46.0,15.0,88.02,1014.0,17.0,cv,2.0,0.0,0.0,2014-09-01,51.0
40901,40902,2014,9,1,5,3,67.0,48.0,52.0,15.0,93.8,1015.0,16.0,cv,3.0,0.0,0.0,2014-09-01,59.5
40902,40903,2014,9,1,6,3,116.0,99.0,72.0,16.0,93.84,1015.0,17.0,NE,1.0,0.0,0.0,2014-09-01,94.0
40903,40904,2014,9,1,7,3,133.0,100.0,90.0,16.0,77.79,1015.0,20.0,cv,1.0,0.0,0.0,2014-09-01,111.5
40904,40905,2014,9,1,8,3,124.0,104.0,66.0,18.0,78.09,1015.0,22.0,SE,1.0,0.0,0.0,2014-09-01,95.0
40905,40906,2014,9,1,9,3,90.0,51.0,46.0,17.0,61.21,1015.0,25.0,cv,1.0,0.0,0.0,2014-09-01,68.0
40906,40907,2014,9,1,10,3,50.0,38.0,35.0,15.0,45.16,1015.0,28.0,cv,2.0,0.0,0.0,2014-09-01,42.5
40907,40908,2014,9,1,11,3,48.0,36.0,34.0,16.0,48.15,1014.0,28.0,cv,3.0,0.0,0.0,2014-09-01,41.0
40908,40909,2014,9,1,12,3,38.0,39.0,33.0,16.0,42.9,1013.0,30.0,SW,2.0,,,2014-09-01,35.5
40909,40910,2014,9,1,13,3,45.0,50.0,40.0,15.0,40.24,1013.0,30.0,SW,4.0,0.0,0.0,2014-09-01,42.5
40910,40911,2014,9,1,14,3,34.0,26.0,38.0,15.0,40.24,1012.0,30.0,SW,8.0,0.0,0.0,2014-09-01,36.0
40911,40912,2014,9,1,15,3,32.0,28.0,32.0,12.0,31.27,1012.0,31.0,SW,11.0,0.0,0.0,2014-09-01,32.0
40912,40913,2014,9,1,16,3,26.0,30.0,35.0,15.0,50.78,1013.0,26.0,SE,6.0,0.0,0.0,2014-09-01,30.5
40913,40914,2014,9,1,17,3,30.0,18.0,34.0,14.0,47.61,1012.0,26.0,SE,10.0,0.0,0.0,2014-09-01,32.0
40914,40915,2014,9,1,18,3,35.0,26.0,36.0,15.0,57.2,1012.0,24.0,SE,13.0,0.0,0.0,2014-09-01,35.5
40915,40916,2014,9,1,19,3,45.0,38.0,40.0,16.0,64.76,1012.0,23.0,SE,15.0,0.0,0.0,2014-09-01,42.5
40916,40917,2014,9,1,20,3,48.0,59.0,41.0,16.0,68.81,1013.0,22.0,NE,4.0,0.0,0.0,2014-09-01,44.5
40917,40918,2014,9,1,21,3,47.0,50.0,41.0,15.0,60.74,1013.0,23.0,NE,7.0,0.0,0.0,2014-09-01,44.0
40918,40919,2014,9,1,22,3,47.0,40.0,41.0,16.0,68.81,1013.0,22.0,SE,2.0,0.0,0.0,2014-09-01,44.0
40919,40920,2014,9,1,23,3,40.0,36.0,41.0,17.0,82.89,1013.0,20.0,SE,4.0,0.0,0.0,2014-09-01,40.5
40920,40921,2014,9,2,0,3,52.0,42.0,36.0,17.0,82.89,1012.0,20.0,SE,5.0,0.0,0.0,2014-09-02,44.0
40921,40922,2014,9,2,1,3,55.0,46.0,35.0,17.0,82.89,1012.0,20.0,SE,7.0,0.0,0.0,2014-09-02,45.0
40922,40923,2014,9,2,2,3,59.0,59.0,37.0,17.0,82.89,1012.0,20.0,SE,9.0,0.0,0.0,2014-09-02,48.0
40923,40924,2014,9,2,3,3,61.0,54.0,37.0,17.0,82.89,1012.0,20.0,SE,11.0,0.0,0.0,2014-09-02,49.0
40924,40925,2014,9,2,4,3,56.0,53.0,35.0,17.0,82.89,1012.0,20.0,SE,13.0,0.0,0.0,2014-09-02,45.5
40925,40926,2014,9,2,5,3,55.0,43.0,37.0,17.0,88.2,1012.0,19.0,SE,16.0,0.0,0.0,2014-09-02,46.0
40926,40927,2014,9,2,6,3,47.0,42.0,41.0,17.0,82.89,1011.0,20.0,SE,19.0,0.0,0.0,2014-09-02,44.0
40927,40928,2014,9,2,7,3,46.0,60.0,34.0,18.0,83.01,1012.0,21.0,SE,21.0,0.0,0.0,2014-09-02,40.0
40928,40929,2014,9,2,8,3,45.0,36.0,33.0,19.0,73.67,1012.0,24.0,SE,22.0,0.0,0.0,2014-09-02,39.0
40929,40930,2014,9,2,9,3,49.0,37.0,34.0,17.0,57.69,1012.0,26.0,SW,4.0,0.0,0.0,2014-09-02,41.5
40930,40931,2014,9,2,10,3,28.0,25.0,29.0,16.0,54.14,1012.0,26.0,SW,8.0,0.0,0.0,2014-09-02,28.5
40931,40932,2014,9,2,11,3,21.0,20.0,25.0,14.0,47.61,1011.0,26.0,SW,11.0,0.0,0.0,2014-09-02,23.0
40932,40933,2014,9,2,12,3,21.0,20.0,26.0,15.0,45.16,1011.0,28.0,SW,14.0,0.0,0.0,2014-09-02,23.5
40933,40934,2014,9,2,13,3,30.0,22.0,27.0,15.0,45.16,1010.0,28.0,SW,18.0,,,2014-09-02,28.5
40934,40935,2014,9,2,14,3,16.0,2.0,29.0,15.0,42.62,1009.0,29.0,SW,23.0,0.0,0.0,2014-09-02,22.5
40935,40936,2014,9,2,15,3,7.0,,20.0,16.0,64.76,1010.0,23.0,NW,8.0,0.0,0.0,2014-09-02,13.5
40936,40937,2014,9,2,16,3,6.0,3.0,19.0,16.0,68.81,1011.0,22.0,NW,11.0,0.0,0.0,2014-09-02,12.5
40937,40938,2014,9,2,17,3,14.0,3.0,19.0,16.0,68.81,1012.0,22.0,SE,2.0,3.6,3.6,2014-09-02,16.5
40938,40939,2014,9,2,18,3,37.0,,20.0,18.0,100.0,1012.0,18.0,NW,4.0,0.7,4.3,2014-09-02,28.5
40939,40940,2014,9,2,19,3,26.0,2.0,24.0,18.0,100.0,1012.0,18.0,NW,7.0,0.2,4.5,2014-09-02,25.0
